Serial_No,car_name,car_price,car_driven,fuel_type,tranmiion,ownerhip,manufacture,engine,seat
4876,Honda Jazz 1.2 VX i VTEC,4.44,"60,923",Petrol,Manual,3rd Owner,2016,1248,5
4877,Hyundai i20 Magna,2.2,"92,573",Petrol,Manual,1t Owner,2010,1582,5
4878,Honda Mobilio V i-DTEC,4.56,"65,281",Dieel,Manual,2nd Owner,2015,1197,8
4879,Toyota Innova 2.5 VX (Dieel) 8 eater,8.57,"1,38,448 ",Dieel,Manual,2nd Owner,2015,1598,5
4880,Jeep Compa 2.0 Limited Option 4X4 Black,12.58,"86,513",Dieel,Manual,2nd Owner,2018,1120,5
4881,MG Hector Plu harp Hybrid MT,16.57,"18,697",Petrol,Manual,1t Owner,2020,999,5
4882,Honda Brio  MT,3.68,"71,735",Petrol,Manual,2nd Owner,2016,1197,5
4883,Maruti Vitara Brezza VDi,5.95,"72,316",Dieel,Manual,2nd Owner,2016,2494,7
4884,Hyundai Verna 1.6 CRDi X,6.25,"87,770",Dieel,Manual,1t Owner,2016,1248,5
4885,Hyundai i20 Magna Plu BIV,5.68,"25,890",Petrol,Manual,1t Owner,2019,1598,5
4886,Volkwagen Vento Petrol Comfortline,3.2,"81,426",Petrol,Manual,2nd Owner,2013,1591,5
4887,Hyundai Grand i10 CRDi portz,3.09,"1,07,868 ",Dieel,Manual,1t Owner,2014,1199,5
4888,Renault KWID 1.0 RXT,3.4,"23,434",Petrol,Manual,1t Owner,2018,999,7
4889,Maruti Baleno 1.2 Zeta,5.58,"21,099",Petrol,Manual,1t Owner,2017,1582,5
4890,Toyota Innova 2.5 G (Dieel) 8 eater B IV,3.72,"1,96,320 ",Dieel,Manual,2nd Owner,2010,1248,5
4891,Tata Indica Aura 1.3 Quadrajet,1.41,"51,650",Dieel,Manual,2nd Owner,2009,1364,5
4892,Volkwagen Vento 1.6 Highline,6.2,"44,091",Petrol,Manual,1t Owner,2016,1956,5
4893,Hyundai Creta 1.6 VTVT X Plu,9.16,"33,231",Petrol,Manual,2nd Owner,2017,1248,5
4894,Tata Altroz XM plu,6.75,"7,027",Petrol,Manual,1t Owner,2021,1462,5
4895,Renault Triber RXL,6.87,"5,570",Petrol,Manual,1t Owner,2021,1248,5
4896,Hyundai Creta 1.6 CRDi X,9.4,"72,500",Dieel,Manual,1t Owner,2016,936,5
4897,Maruti wift VDI,2.86,"1,14,638 ",Dieel,Manual,2nd Owner,2012,998,5
4898,Toyota Etio GD P,3.5,"72,200",Dieel,Manual,1t Owner,2013,1373,5
4899,Jeep Compa 2.0 Longitude Option,11.9,"61,300",Dieel,Manual,1t Owner,2018,1199,5
4900,Maruti Ertiga VDI,4.13,"2,45,456 ",Dieel,Manual,1t Owner,2013,1497,7
4901,Maruti Ciaz Delta,8.49,"52,200",Petrol,Manual,1t Owner,2019,999,5
4902,Maruti Ciaz ZDi Plu,5.9,"75,000",Dieel,Manual,2nd Owner,2015,1197,5
4903,Chevrolet Beat Dieel LT,1.6,"68,669",Dieel,Manual,1t Owner,2011,1248,5
4904,Maruti Celerio ZXI,4.5,"57,313",Petrol,Manual,1t Owner,2019,1086,5
4905,Maruti Ciaz VXi Plu,5.5,"5,49,999 ",Petrol,Manual,1t Owner,2015,2494,5
4906,Volkwagen Polo 1.2 MPI Comfortline,5,"46,328",Petrol,Manual,1t Owner,2016,1197,5
4907,Honda City 1.5  MT,3.75,"57,407",Petrol,Manual,2nd Owner,2011,1995,5
4908,Datun RediGO 1.0 ,2.25,"87,537",Petrol,Manual,2nd Owner,2017,799,5
4909,Maruti wift Dzire VXI,4.35,"80,176",Petrol,Manual,1t Owner,2013,1248,5
4910,Maruti wift Dzire VDI,6.65,"62,600",Dieel,Manual,1t Owner,2017,2143,5
4911,Hyundai antro Xing GL,2.11,"66,737",Petrol,Manual,2nd Owner,2013,1497,5
4912,Toyota Innova 2.5 V Dieel 7-eater,5.5,"1,24,400 ",Dieel,Manual,2nd Owner,2011,1198,7
4913,Hyundai i10 portz 1.2,1.91,"57,480",Petrol,Manual,2nd Owner,2010,814,5
4914,BMW 3 erie 320d Luxury Line,13.5,"99,000",Dieel,Automatic,1t Owner,2015,1197,5
4915,Renault KWID RXL,2.75,"47,000",Petrol,Manual,1t Owner,2018,1197,5
4916,Maruti Baleno 1.3 igma,5.5,"35,000",Dieel,Manual,1t Owner,2018,1086,5
4917,Mercede-Benz C-Cla C 220 CDI BE COR,9.75,"58,000",Dieel,Automatic,1t Owner,2013,1248,5
4918,Honda City ,4,"48,000",Petrol,Manual,1t Owner,2012,1197,5
4919,Honda Amaze VX AT i-Vtech,4.75,"45,000",Petrol,Automatic,1t Owner,2014,1998,5
4920,Hyundai EON D Lite,1.9,"60,000",Petrol,Manual,2nd Owner,2012,999,5
4921,Hyundai i20 Magna Optional 1.2,4.65,"23,000",Petrol,Manual,1t Owner,2014,1199,5
4922,Hyundai Grand i10 1.2 Kappa Era,4.6,"45,000",Petrol,Manual,1t Owner,2019,2499,5
4923,Hyundai i10 Magna 1.1L,3.25,"45,000",Petrol,Manual,1t Owner,2014,2143,5
4924,Maruti Ertiga VDI,5.25,"58,000",Dieel,Manual,1t Owner,2013,1199,5
4925,Hyundai i20 1.2 potz,6.25,"48,000",Petrol,Manual,1t Owner,2018,998,5
4926,BMW 2 erie 220i M port,40,"18,000",Petrol,Automatic,1t Owner,2021,1998,5
4927,koda Kuhaq 1.0 TI tyle 6 Airbag AT,16.75,"16,000",Petrol,Automatic,1t Owner,2022,1596,5
4928,Honda WR-V i-VTEC VX,9,"17,000",Petrol,Manual,1t Owner,2019,1061,5
4929,Lexu NX 300h,42,"1,11,000 ",Petrol,Automatic,1t Owner,2018,1248,5
4930,Mercede-Benz M-Cla ML 250 CDI,28.5,"38,000",Dieel,Automatic,2nd Owner,2015,1461,5
4931,Honda Amaze V Petrol BIV,6,"36,500",Petrol,Manual,1t Owner,2017,995,5
4932,Maruti Wagon R VXI Optional,3,"80,000",Petrol,Manual,2nd Owner,2016,998,4
4933,Chevrolet Cruze LTZ,3.5,"60,000",Dieel,Manual,2nd Owner,2012,1248,5
4934,Ford Fieta 1.6 Xi AB,"60,000","1,10,000 ",Petrol,Manual,1t Owner,2006,1199,5
4935,Maruti Wagon R LXI Minor,1.3,"40,000",Petrol,Manual,2nd Owner,2009,796,5
4936,Maruti Ciaz VDi Plu HV,5.2,"1,00,000 ",Dieel,Manual,1t Owner,2016,1493,4
4937,Nian Kick XV D BIV,11.6,"20,000",Dieel,Manual,1t Owner,2020,796,5
4938,Chevrolet park 1.0 L,"80,000","90,000",Petrol,Manual,4th Owner,2009,1461,5
4939,Maruti -Preo VXI Plu 2019-2022,3.7,"60,000",Petrol,Manual,1t Owner,2020,1197,7
4940,Maruti wift Dzire VDI,5.75,"1,00,000 ",Dieel,Manual,1t Owner,2015,998,5
4941,Volkwagen Polo Dieel Highline 1.2L,2.35,"1,00,000 ",Dieel,Manual,2nd Owner,2013,624,5
4942,Maruti Alto 800 LXI,1.8,"80,000",Petrol,Manual,3rd Owner,2013,1591,5
4943,Hyundai Verna X Opt AT Dieel,15.5,"32,000",Dieel,Automatic,1t Owner,2021,998,7
4944,Maruti 800 AC,"80,000","76,000",Petrol,Manual,3rd Owner,2006,1461,5
4945,Renault Duter 110P Dieel RxL,4.2,"1,65,000 ",Dieel,Manual,2nd Owner,2014,1198,5
4946,Maruti wift Dzire VXI,4.5,"40,000",Petrol,Manual,1t Owner,2015,998,8
4947,Maruti Celerio VXI CNG,5.7,"40,000",Cng,Manual,1t Owner,2020,1461,5
4948,Tata Nano Lx BIV,"35,000","1,00,000 ",Petrol,Manual,1t Owner,2012,2179,5
4949,Hyundai Creta 1.6 Gamma X Plu,7.27,"83,775",Petrol,Manual,3rd Owner,2015,1798,5
4950,Maruti Celerio VXI AT,3.98,"6,860",Petrol,Automatic,1t Owner,2017,1086,5
4951,Renault Lodgy tepway 110P RXZ 7,4.56,"1,22,759 ",Dieel,Manual,1t Owner,2015,2494,5
4952,Volkwagen Polo Petrol Highline 1.2L,2.76,"39,818",Petrol,Manual,1t Owner,2010,1497,5
4953,Maruti Wagon R LXI B IV,1.68,"47,635",Petrol,Manual,2nd Owner,2010,999,5
4954,Renault Duter 110P Dieel RxZ,3.57,"1,28,383 ",Dieel,Manual,2nd Owner,2013,1120,5
4955,Tata Hexa XE,6.22,"2,94,967 ",Dieel,Manual,2nd Owner,2017,1582,5
4956,koda Octavia 1.8 TI AT L K,19.67,"23,377",Petrol,Automatic,1t Owner,2018,2967,5
4957,Hyundai i10 Era 1.1,1.56,"56,691",Petrol,Manual,1t Owner,2008,1248,5
4958,Toyota Innova 2.5 V Dieel 8-eater,5.08,"1,44,256 ",Dieel,Manual,2nd Owner,2011,1405,5
4959,Honda City i VTEC V,5.29,"78,688",Petrol,Manual,2nd Owner,2014,2179,5
4960,koda Kuhaq 1.0 TI tyle,15.02,"8,267",Petrol,Manual,1t Owner,2022,1496,5
4961,Hyundai Grand i10 CRDi Ata,3.94,"86,857",Dieel,Manual,2nd Owner,2016,1198,5
4962,Hyundai Verna 1.6 CRDi X,5.6,"1,10,613 ",Dieel,Manual,1t Owner,2016,1197,5
4963,Porche Cayenne Dieel Platinum Edition,26.71,"88,277",Dieel,Automatic,2nd Owner,2014,1198,5
4964,Maruti Baleno 1.3 Zeta,5.36,"91,498",Dieel,Manual,1t Owner,2015,1197,5
4965,Tata Indica Terra 1.4 TDI,1.5,"40,493",Dieel,Manual,1t Owner,2011,1461,5
4966,Mahindra TUV 300 Plu P6 BIV,3.99,"1,12,299 ",Dieel,Manual,2nd Owner,2018,1493,5
4967,Ford Ecoport 1.5 Petrol Titanium,8.86,"11,988",Petrol,Manual,1t Owner,2020,1086,7
4968,Datun GO T BIV,2.17,"71,913",Petrol,Manual,1t Owner,2015,1197,7
4969,Maruti wift Dzire VXI,4.39,"92,720",Petrol,Manual,2nd Owner,2016,998,7
4970,Volkwagen Polo 1.2 MPI Highline,3.68,"94,167",Petrol,Manual,2nd Owner,2014,1196,5
4971,Hyundai Grand i10 1.2 Kappa Magna BIV,4.7,"35,708",Petrol,Manual,1t Owner,2018,1248,5
4972,Renault Duter 110P Dieel RxZ,3.57,"1,23,420 ",Dieel,Manual,1t Owner,2013,1197,5
4973,Kia elto HTX Plu D,9.95,"50,135",Dieel,Manual,2nd Owner,2020,2179,5
4974,Hyundai i10 Era,1.95,"85,876",Petrol,Manual,2nd Owner,2011,1373,5
4975,Hyundai Xcent 1.2 Kappa X,5.15,"8,620",Petrol,Manual,1t Owner,2017,2999,5
4976,Maruti Wagon R LXI CNG,1.48,"1,16,328 ",Cng,Manual,3rd Owner,2010,998,5
4977,Maruti Eeco 5 eater AC BIV,3.15,"56,321",Petrol,Manual,1t Owner,2016,1120,5
4978,Maruti wift Dzire VDI,3.81,"1,60,648 ",Dieel,Manual,1t Owner,2014,1086,5
4979,Hyundai Grand i10 Magna,3.23,"50,726",Petrol,Manual,1t Owner,2014,998,5
4980,Mahindra XUV500 W8 2WD,4.91,"1,27,046 ",Dieel,Manual,2nd Owner,2013,998,7
4981,Maruti Ertiga VXI,4.41,"82,158",Petrol,Manual,1t Owner,2015,1199,5
4982,Iuzu MU-X 2WD,17.11,"64,000",Dieel,Automatic,1t Owner,2018,998,5
4983,Maruti Celerio VXI CNG,4.32,"74,776",Cng,Manual,1t Owner,2020,1197,5
4984,Hyundai Grand i10 CRDi Magna,3.42,"1,71,065 ",Dieel,Manual,1t Owner,2016,1582,5
4985,Hyundai i10 Magna 1.1,2.09,"46,400",Petrol,Manual,1t Owner,2010,1198,5
4986,Maruti Celerio ZXI AT,3.63,"38,156",Petrol,Automatic,1t Owner,2015,1493,5
4987,Maruti Wagon R VXI B IV,3.19,"49,915",Petrol,Manual,1t Owner,2015,1197,5
4988,Chevrolet Beat LT,2.73,"10,768",Petrol,Manual,1t Owner,2015,1798,5
4989,Maruti Wagon R LXI B IV,2.61,"69,843",Petrol,Manual,2nd Owner,2014,1197,5
4990,Maruti Baleno 1.2 Delta,5.08,"59,176",Petrol,Manual,1t Owner,2017,1462,5
4991,Hyundai Verna 1.6 X,3.69,"46,962",Dieel,Manual,3rd Owner,2011,1497,5
4992,Honda Amaze VX i-Vtech,3.26,"1,25,380 ",Petrol,Manual,1t Owner,2013,1197,7
4993,Mahindra TUV 300 T8,5.53,"57,616",Dieel,Manual,1t Owner,2016,814,5
4994,Maruti wift Dzire AMT VXI,5.66,"1,26,686 ",Petrol,Automatic,1t Owner,2018,1197,5
4995,Toyota Corolla Alti VL AT,7.59,"1,25,981 ",Petrol,Automatic,1t Owner,2014,1197,5
4996,Hyundai i20 portz Petrol,2.52,"26,786",Petrol,Manual,1t Owner,2010,1197,5
4997,Maruti Ciaz igma,7.72,"35,135",Petrol,Manual,1t Owner,2020,998,5
4998,Honda City i VTEC CVT VX,6.48,"99,163",Petrol,Automatic,1t Owner,2015,1497,5
4999,Maruti Baleno 1.2 Delta,5.08,"48,832",Petrol,Manual,1t Owner,2017,1199,5
5000,Hyundai EON Era Plu,2.56,"38,678",Petrol,Manual,2nd Owner,2016,1298,5
5001,Maruti wift Dzire ZXI AT,7.91,"5,427",Petrol,Automatic,1t Owner,2022,1197,5
5002,Toyota Etio Liva G,2.35,"67,357",Petrol,Manual,1t Owner,2011,1198,5
5003,Hyundai i20 Magna,2.2,"81,951",Petrol,Manual,1t Owner,2010,998,5
5004,Maruti Wagon R LXI CNG,1.92,"70,048",Cng,Manual,3rd Owner,2012,1197,5
5005,Mahindra Marazzo M4,7.46,"1,17,512 ",Dieel,Manual,1t Owner,2018,1794,5
5006,Chevrolet Beat P,1.56,"1,13,652 ",Petrol,Manual,3rd Owner,2013,1248,5
5007,Maruti wift Dzire VXi,1.84,"1,41,719 ",Petrol,Manual,3rd Owner,2010,1197,5
5008,Hyundai i10 Magna,2.46,"71,708",Petrol,Manual,2nd Owner,2012,1198,5
5009,Nian Micra XV,2.75,"45,000",Petrol,Manual,1t Owner,2010,998,5
5010,Maruti Wagon R VXI B IV,2.88,"60,252",Petrol,Manual,1t Owner,2014,1995,5
5011,Hyundai Xcent 1.2 Kappa  Option,4.21,"40,687",Petrol,Manual,1t Owner,2015,1248,5
5012,Toyota Corolla Alti 1.8 VL AT,6.12,"25,075",Petrol,Automatic,2nd Owner,2013,1373,5
5013,Maruti Vitara Brezza VDi Option,6.31,"1,09,863 ",Dieel,Manual,2nd Owner,2017,998,5
5014,Hyundai Grand i10 1.2 Kappa portz BIV,4.54,"74,334",Petrol,Manual,1t Owner,2018,796,5
5015,Volkwagen Polo Petrol Trendline 1.2L,2.75,"52,186",Petrol,Manual,1t Owner,2012,1248,5
5016,Maruti Alto K10 LXI,1.38,"49,977",Petrol,Manual,2nd Owner,2010,1197,5
5017,BMW X3 xDrive20d,17.5,"91,000",Dieel,Automatic,2nd Owner,2012,999,5
5018,Maruti Ciaz VDi Plu HV,5.44,"1,24,860 ",Dieel,Manual,1t Owner,2016,1461,5
5019,Maruti Ciaz 1.4 ,6.47,"42,681",Petrol,Manual,1t Owner,2017,1086,5
5020,Maruti Celerio X ZXI BIV,4.46,"22,532",Petrol,Manual,1t Owner,2019,1086,5
5021,Toyota Etio GD P,2.73,"2,12,367 ",Dieel,Manual,1t Owner,2012,1799,4
5022,Maruti Alto 800 LXI,2.67,"73,505",Petrol,Manual,1t Owner,2017,1197,5
5023,Maruti wift VDI BIV,4.19,"1,46,256 ",Dieel,Manual,1t Owner,2016,1497,5
5024,Hyundai i20 1.2 Magna Opt,2.93,"33,865",Petrol,Manual,1t Owner,2012,1248,5
5025,koda lavia 1.0 TI Ambition AT,12.95,"6,090",Petrol,Automatic,1t Owner,2022,1197,5
5026,Renault Duter 85P Dieel RxL Optional,4.83,"45,691",Dieel,Manual,1t Owner,2014,1991,6
5027,Hyundai antro portz,5.07,"12,471",Petrol,Manual,1t Owner,2021,1799,5
5028,Hyundai i10 portz 1.1L,3.29,"56,379",Petrol,Manual,2nd Owner,2015,1199,5
5029,Honda Civic 1.8  MT,2.47,"98,446",Petrol,Manual,3rd Owner,2011,1364,5
5030,Maruti wift AMT ZXI,5.86,"55,519",Petrol,Automatic,1t Owner,2018,1198,5
5031,Honda City GXi,1.74,"1,12,886 ",Petrol,Manual,1t Owner,2008,1956,5
5032,Maruti X4  Cro Zeta DDi 200 H,7.24,"79,989",Dieel,Manual,1t Owner,2018,1497,5
5033,Hyundai Grand i10 AT Ata,5.25,"46,000",Petrol,Automatic,1t Owner,2016,1197,5
5034,Chevrolet Cruze LTZ AT,4.5,"84,000",Dieel,Automatic,2nd Owner,2012,1086,5
5035,Honda Civic 1.8  MT,3.34,"45,423",Petrol,Manual,1t Owner,2011,1451,5
5036,Tata Nexon XM ,8.84,"4,531",Petrol,Manual,1t Owner,2022,1198,7
5037,Toyota Etio GD P,3.84,"1,65,260 ",Dieel,Manual,1t Owner,2014,796,5
5038,Datun GO T BIV,2.87,"34,729",Petrol,Manual,1t Owner,2017,1086,5
5039,MG Hector Plu harp Dieel MT,15.3,"58,493",Dieel,Manual,1t Owner,2020,1248,5
5040,Mahindra XUV300 W8 Option Dual Tone Dieel,8.04,"40,536",Dieel,Manual,1t Owner,2021,1197,5
5041,Maruti Baleno Zeta,6.12,"57,936",Petrol,Manual,1t Owner,2020,2179,5
5042,Hyundai i10 Magna 1.1L,2.06,"83,061",Petrol,Manual,3rd Owner,2012,1061,5
5043,MG Hector harp DCT,16.15,"31,752",Petrol,Automatic,1t Owner,2019,998,5
5044,Volkwagen Polo Petrol Trendline 1.2L,2.25,"82,770",Petrol,Manual,3rd Owner,2011,1197,5
5045,Maruti Alto 800 LXI,1.88,"71,596",Petrol,Manual,3rd Owner,2015,1197,5
5046,Hyundai antro portz AMT,5.44,"5,273",Petrol,Automatic,1t Owner,2022,1086,5
5047,Maruti wift Dzire LDI,3.35,"72,134",Dieel,Manual,1t Owner,2014,814,5
5048,Maruti Baleno 1.2 Zeta,5.71,"33,835",Petrol,Manual,1t Owner,2018,1248,5
5049,Mahindra XUV500 W6 2WD,8.77,"42,355",Dieel,Manual,1t Owner,2017,1120,5
5050,Maruti Wagon R LXI Minor,"82,642","1,66,155 ",Petrol,Manual,2nd Owner,2008,1461,5
5051,Maruti Celerio ZXI MT BIV,4.61,"5,246",Petrol,Manual,1t Owner,2019,799,5
5052,Maruti wift Dzire ZXI 1.2,6.27,"7,376",Petrol,Manual,1t Owner,2018,1998,5
5053,Maruti wift VXI,4.94,"62,195",Petrol,Manual,1t Owner,2018,3598,5
5054,Hyundai antro Xing GL,1,"84,173",Petrol,Manual,3rd Owner,2008,1582,5
5055,Hyundai EON Era Plu,2.69,"56,016",Petrol,Manual,1t Owner,2016,1197,5
5056,Tata Manza Aura (AB) Quadrajet,1.43,"1,03,659 ",Dieel,Manual,1t Owner,2010,1197,5
5057,Hyundai Grand i10 CRDi Magna,3.85,"73,000",Dieel,Manual,2nd Owner,2014,1248,5
5058,Renault Duter 85P Dieel RxL,4.5,"42,900",Dieel,Manual,3rd Owner,2014,1199,7
5059,Datun RediGO T Option,2.5,"84,000",Petrol,Manual,1t Owner,2016,1197,5
5060,Chevrolet Cruze LTZ,4.9,"56,000",Dieel,Manual,2nd Owner,2013,1047,5
5061,Volkwagen Touareg 3.6 V6 FI,10,"92,000",Petrol,Automatic,2nd Owner,2007,998,5
5062,Hyundai Creta 1.6 CRDi AT X Plu,9.5,"79,000",Dieel,Automatic,1t Owner,2016,1197,5
5063,Maruti Baleno 1.2 Delta,5.08,"59,407",Petrol,Manual,1t Owner,2017,1498,5
5064,Maruti wift Dzire 1.2 Vxi BIV,2.49,"57,756",Petrol,Manual,1t Owner,2010,1461,5
5065,Fiat Linea Emotion Pack (Dieel),1.66,"1,40,148 ",Dieel,Manual,1t Owner,2010,1197,5
5066,Tata Altroz XM plu,6.84,"3,730",Petrol,Manual,1t Owner,2021,998,5
5067,Maruti wift ZXI BIV,3.64,"98,890",Petrol,Manual,2nd Owner,2015,2143,5
5068,Tata Tigor 1.05 Revotorq XZ Option,4.08,"1,34,156 ",Dieel,Manual,1t Owner,2017,2143,7
5069,Maruti Alto K10 VXI,3.09,"49,446",Petrol,Manual,1t Owner,2017,796,5
5070,Maruti wift Dzire 1.2 Lxi BIV,1.91,"1,46,510 ",Petrol,Manual,3rd Owner,2011,1396,5
5071,Honda Mobilio  i-DTEC,3.93,"81,355",Dieel,Manual,3rd Owner,2014,998,5
5072,Renault Duter 110P Dieel RxL,3.5,"1,00,298 ",Dieel,Manual,2nd Owner,2013,1462,5
5073,Maruti wift Dzire ZXI Plu,6.84,"60,892",Petrol,Manual,1t Owner,2018,2179,5
5074,Maruti Alto K10 VXI,2.69,"48,603",Petrol,Manual,1t Owner,2015,1197,5
5075,Mercede-Benz GLC Progreive 220d,32.19,"95,472",Dieel,Automatic,1t Owner,2018,1197,5
5076,Mercede-Benz E-Cla E250 CDI Blue Efficiency,17.75,"63,000",Dieel,Automatic,2nd Owner,2011,1197,5
5077,Maruti Alto 800 LXI,3.25,"44,000",Petrol,Manual,1t Owner,2016,1172,5
5078,Hyundai i20 1.4 CRDi Magna,3.9,"60,000",Dieel,Manual,2nd Owner,2012,998,5
5079,Maruti Celerio LXI,2.59,"18,674",Petrol,Manual,1t Owner,2014,1498,5
5080,Maruti Ciaz Alpha,9.98,"11,689",Petrol,Manual,1t Owner,2021,1197,5
5081,Mahindra corpio 11 BIV,10.61,"55,187",Dieel,Manual,1t Owner,2017,1197,5
5082,Maruti Baleno 1.2 Zeta,5.57,"59,089",Petrol,Manual,1t Owner,2017,1197,5
5083,Hyundai i10 portz 1.2,1.81,"86,517",Petrol,Manual,2nd Owner,2010,1199,5
5084,Hyundai Grand i10 portz,3.85,"19,079",Petrol,Manual,1t Owner,2015,1197,5
5085,Fiat Grande Punto 1.2 Emotion,1.76,"50,502",Petrol,Manual,2nd Owner,2010,1496,5
5086,Maruti Celerio ZXI MT BIV,4.28,"33,173",Petrol,Manual,1t Owner,2018,995,5
5087,Honda Amaze  i-DTEC,4.34,"88,227",Dieel,Manual,1t Owner,2016,1497,7
5088,Hyundai i20 Magna Optional 1.2,3.14,"73,914",Petrol,Manual,2nd Owner,2013,1197,7
5089,Hyundai i20 portz Plu BIV,6.45,"85,906",Petrol,Manual,1t Owner,2019,793,5
5090,Hyundai i20 portz Petrol,2.4,"82,818",Petrol,Manual,2nd Owner,2010,1197,5
5091,Honda Amaze V CVT Petrol BIV,7.21,"13,102",Petrol,Automatic,1t Owner,2018,1197,5
5092,Maruti wift VXI,6.17,"18,008",Petrol,Manual,1t Owner,2022,2179,5
5093,Ford Ecoport 1.5 Petrol Ambiente,7.42,"12,011",Petrol,Manual,1t Owner,2020,2179,5
5094,Chevrolet park 1.0 P,"73,582","89,133",Petrol,Manual,1t Owner,2009,1497,5
5095,Honda City i VTEC CVT VX,6.98,"57,445",Petrol,Automatic,1t Owner,2015,1197,7
5096,Hyundai i20 Magna,2.76,"1,27,936 ",Petrol,Manual,1t Owner,2013,1197,5
5097,Maruti Celerio VDi,3.01,"77,262",Dieel,Manual,1t Owner,2015,1199,5
5098,Hyundai i20 1.2 Ata,5.92,"52,401",Petrol,Manual,1t Owner,2018,1197,5
5099,Maruti wift VXI,5.48,"44,071",Petrol,Manual,1t Owner,2020,1197,5
5100,Mahindra XUV500 W8 2WD,5.96,"1,53,231 ",Dieel,Manual,1t Owner,2014,1462,5
5101,Mahindra XUV500 W6 2WD,6.22,"1,32,131 ",Dieel,Manual,1t Owner,2015,1999,7
5102,Honda City V MT,4.17,"70,132",Petrol,Manual,2nd Owner,2012,1248,5
5103,Hyundai Grand i10 1.2 Kappa portz Option,4.89,"15,321",Petrol,Manual,1t Owner,2017,1591,5
5104,Maruti Ritz LXI,1.79,"74,727",Petrol,Manual,1t Owner,2009,1498,5
5105,Tata Punch Creative DT,7.87,"19,959",Petrol,Manual,1t Owner,2021,1794,5
5106,Hyundai i10 portz,2.44,"50,596",Petrol,Manual,1t Owner,2011,2179,5
5107,Maruti Baleno 1.2 Zeta,5.12,"56,982",Petrol,Manual,1t Owner,2016,1248,5
5108,Maruti Ertiga LXI,5.92,"52,932",Petrol,Manual,1t Owner,2019,998,5
5109,Mahindra XUV700 AX3 AT,14.76,"8,655",Petrol,Automatic,1t Owner,2021,1896,5
5110,Maruti Ritz VDi,2.04,"1,27,763 ",Dieel,Manual,1t Owner,2011,1461,5
5111,Hyundai Verna VTVT 1.6 X,8.58,"20,033",Petrol,Manual,2nd Owner,2019,1598,5
5112,Volkwagen Polo 1.5 TDI Highline,4.46,"1,24,908 ",Dieel,Manual,1t Owner,2016,1248,5
5113,Toyota Corolla H2,2.15,"60,000",Petrol,Manual,2nd Owner,2005,1298,5
5114,Mahindra XUV500 W10 2WD,9.17,"1,40,556 ",Dieel,Manual,1t Owner,2017,1497,5
5115,Tata Bolt Quadrajet XE,2.74,"1,84,618 ",Dieel,Manual,2nd Owner,2016,998,5
5116,Maruti Alto K10 VXI,2.42,"73,600",Petrol,Manual,1t Owner,2014,1956,5
5117,Volkwagen Jetta 1.9 Highline TDI,3.25,"89,000",Dieel,Automatic,2nd Owner,2009,1248,5
5118,Renault Duter 85P Dieel RxL,4,"57,000",Dieel,Manual,4th Owner,2012,796,5
5119,koda Rapid 1.6 TDI Elegance,4.11,"65,000",Dieel,Manual,2nd Owner,2011,1462,5
5120,Maruti wift LDI,3.9,"67,000",Dieel,Manual,1t Owner,2012,999,5
5121,Maruti wift 1.3 VXi,1.52,"59,458",Petrol,Manual,3rd Owner,2009,1197,5
5122,Mahindra XUV300 W8 Option Dieel,9.68,"67,534",Dieel,Manual,1t Owner,2021,1197,5
5123,Maruti Wagon R VXI B IV,1.93,"37,204",Petrol,Manual,1t Owner,2011,1197,5
5124,Jeep Compa 2.0 Longitude Option BIV,9.27,"1,19,444 ",Dieel,Manual,1t Owner,2017,1197,6
5125,Maruti Ciaz 1.3 Delta,6.72,"25,541",Dieel,Manual,1t Owner,2017,995,5
5126,Maruti Alto 800 LXI,2.75,"22,999",Petrol,Manual,1t Owner,2017,1199,5
5127,Maruti Ciaz Alpha BIV,8.34,"57,270",Petrol,Manual,1t Owner,2019,1199,7
5128,Volkwagen Polo 1.0 MPI Trendline,5.59,"29,797",Petrol,Manual,1t Owner,2020,1198,5
5129,Volkwagen Vento 1.2 TI Highline AT,4.57,"92,028",Petrol,Automatic,2nd Owner,2015,1198,5
5130,Hyundai i20 1.2 portz,3.08,"36,550",Petrol,Manual,1t Owner,2012,1086,5
5131,Hyundai Grand i10 portz Celebration Edition,4.25,"46,407",Petrol,Manual,1t Owner,2016,1248,5
5132,Maruti Baleno Zeta CVT,8.32,"9,598",Petrol,Automatic,1t Owner,2021,1198,5
5133,Chevrolet park 1.0 LT,1.16,"48,616",Petrol,Manual,1t Owner,2010,1373,5
5134,Honda Amaze VX Petrol BIV,4.65,"1,16,560 ",Petrol,Manual,1t Owner,2019,1198,5
5135,Honda Jazz 1.2 V i VTEC,5.14,"49,625",Petrol,Manual,1t Owner,2016,995,5
5136,Nian Micra XV CVT,3.38,"56,409",Petrol,Automatic,1t Owner,2014,1199,5
5137,Mahindra KUV 100 mFALCON D75 K4,2.6,"1,28,847 ",Dieel,Manual,1t Owner,2016,1198,7
5138,Hyundai i10 Era,1.39,"2,12,598 ",Petrol,Manual,4th Owner,2010,1462,5
5139,Maruti Ciaz ZDi Plu,5.14,"80,444",Dieel,Manual,2nd Owner,2015,1497,5
5140,Datun GO Plu T BIV,3.21,"30,848",Petrol,Manual,1t Owner,2017,814,5
5141,Maruti Ciaz 1.4 Delta,5.69,"1,54,027 ",Petrol,Manual,2nd Owner,2017,995,5
